cr_rate,success,elapsed_time,n_species,n_reactions,n_timesteps,n_ode_steps,n_accepted,n_rejected,final_time_years,physical_params
193.06977288832496,True,13.012998334001168,163,2227,100,1918,1870,48,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 193.06977288832496, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
286.5120269663782,True,13.42553362500621,163,2227,100,1926,1916,10,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 286.5120269663782, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
425.17863033828945,True,13.414456500002416,163,2227,100,2031,2018,13,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 425.17863033828945, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
630.957344480193,True,13.77185787500639,163,2227,100,2141,2125,16,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 630.957344480193, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
936.3292088239417,True,14.968147792009404,163,2227,100,2370,2311,59,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 936.3292088239417, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
1389.4954943731389,True,15.926272750002681,163,2227,100,2715,2588,127,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 1389.4954943731389, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
2061.986009502219,True,18.746493667000323,163,2227,100,3583,3268,315,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 2061.986009502219, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
3059.949687207196,True,17.474127082998166,163,2227,100,3117,2986,131,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 3059.949687207196, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
4540.90961097248,True,18.177477250006632,163,2227,100,3461,3291,170,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 4540.90961097248, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
6738.627168030941,True,23.625251292003668,163,2227,100,4992,4347,645,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 6738.627168030941, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
10000.0,True,22.94611512499978,163,2227,100,4712,4307,405,4999999.999999989,"{'number_density': 10000.0, 'temperature': 250.0, 'cr_rate': 10000.0, 'fuv_field': 1.0, 'visual_extinction': 2.9643750143703076, 'use_self_consistent_av': True, 'base_av': 2.0, 'cloud_radius_pc': 1.0, 't_start': 0.0, 't_end': 5000000.0, 'n_snapshots': 100, 'rtol': 1e-09, 'atol': 1e-30, 'solver': 'kvaerno5', 'max_steps': 65536}"
